,date,wm_yr_wk,weekday,wday,month,year,d,event_name_1,event_type_1,event_name_2,event_type_2,snap_CA,snap_TX,snap_WI,is_event
494,2012-06-06,11219,Wednesday,5,6,2012,d_495,No_Event,No_Event,No_Event,No_Event,1,1,1,0
495,2012-06-07,11219,Thursday,6,6,2012,d_496,No_Event,No_Event,No_Event,No_Event,1,1,0,0
496,2012-06-08,11219,Friday,7,6,2012,d_497,No_Event,No_Event,No_Event,No_Event,1,0,1,0
497,2012-06-09,11220,Saturday,1,6,2012,d_498,No_Event,No_Event,No_Event,No_Event,1,1,1,0
498,2012-06-10,11220,Sunday,2,6,2012,d_499,No_Event,No_Event,No_Event,No_Event,1,0,0,0
499,2012-06-11,11220,Monday,3,6,2012,d_500,No_Event,No_Event,No_Event,No_Event,0,1,1,0
500,2012-06-12,11220,Tuesday,4,6,2012,d_501,NBAFinalsStart,Sporting,No_Event,No_Event,0,1,1,1
501,2012-06-13,11220,Wednesday,5,6,2012,d_502,No_Event,No_Event,No_Event,No_Event,0,1,0,0
502,2012-06-14,11220,Thursday,6,6,2012,d_503,No_Event,No_Event,No_Event,No_Event,0,0,1,0
503,2012-06-15,11220,Friday,7,6,2012,d_504,No_Event,No_Event,No_Event,No_Event,0,1,1,0
504,2012-06-16,11221,Saturday,1,6,2012,d_505,No_Event,No_Event,No_Event,No_Event,0,0,0,0
505,2012-06-17,11221,Sunday,2,6,2012,d_506,Father's day,Cultural,No_Event,No_Event,0,0,0,1
506,2012-06-18,11221,Monday,3,6,2012,d_507,No_Event,No_Event,No_Event,No_Event,0,0,0,0
507,2012-06-19,11221,Tuesday,4,6,2012,d_508,No_Event,No_Event,No_Event,No_Event,0,0,0,0
508,2012-06-20,11221,Wednesday,5,6,2012,d_509,No_Event,No_Event,No_Event,No_Event,0,0,0,0
509,2012-06-21,11221,Thursday,6,6,2012,d_510,NBAFinalsEnd,Sporting,No_Event,No_Event,0,0,0,1
510,2012-06-22,11221,Friday,7,6,2012,d_511,No_Event,No_Event,No_Event,No_Event,0,0,0,0
511,2012-06-23,11222,Saturday,1,6,2012,d_512,No_Event,No_Event,No_Event,No_Event,0,0,0,0
512,2012-06-24,11222,Sunday,2,6,2012,d_513,No_Event,No_Event,No_Event,No_Event,0,0,0,0
513,2012-06-25,11222,Monday,3,6,2012,d_514,No_Event,No_Event,No_Event,No_Event,0,0,0,0
514,2012-06-26,11222,Tuesday,4,6,2012,d_515,No_Event,No_Event,No_Event,No_Event,0,0,0,0
515,2012-06-27,11222,Wednesday,5,6,2012,d_516,No_Event,No_Event,No_Event,No_Event,0,0,0,0
516,2012-06-28,11222,Thursday,6,6,2012,d_517,No_Event,No_Event,No_Event,No_Event,0,0,0,0
517,2012-06-29,11222,Friday,7,6,2012,d_518,No_Event,No_Event,No_Event,No_Event,0,0,0,0
518,2012-06-30,11223,Saturday,1,6,2012,d_519,No_Event,No_Event,No_Event,No_Event,0,0,0,0
519,2012-07-01,11223,Sunday,2,7,2012,d_520,No_Event,No_Event,No_Event,No_Event,1,1,0,0
520,2012-07-02,11223,Monday,3,7,2012,d_521,No_Event,No_Event,No_Event,No_Event,1,0,1,0
521,2012-07-03,11223,Tuesday,4,7,2012,d_522,No_Event,No_Event,No_Event,No_Event,1,1,1,0
522,2012-07-04,11223,Wednesday,5,7,2012,d_523,IndependenceDay,National,No_Event,No_Event,1,0,0,1
523,2012-07-05,11223,Thursday,6,7,2012,d_524,No_Event,No_Event,No_Event,No_Event,1,1,1,0
524,2012-07-06,11223,Friday,7,7,2012,d_525,No_Event,No_Event,No_Event,No_Event,1,1,1,0
525,2012-07-07,11224,Saturday,1,7,2012,d_526,No_Event,No_Event,No_Event,No_Event,1,1,0,0
526,2012-07-08,11224,Sunday,2,7,2012,d_527,No_Event,No_Event,No_Event,No_Event,1,0,1,0
527,2012-07-09,11224,Monday,3,7,2012,d_528,No_Event,No_Event,No_Event,No_Event,1,1,1,0
528,2012-07-10,11224,Tuesday,4,7,2012,d_529,No_Event,No_Event,No_Event,No_Event,1,0,0,0
529,2012-07-11,11224,Wednesday,5,7,2012,d_530,No_Event,No_Event,No_Event,No_Event,0,1,1,0
530,2012-07-12,11224,Thursday,6,7,2012,d_531,No_Event,No_Event,No_Event,No_Event,0,1,1,0
531,2012-07-13,11224,Friday,7,7,2012,d_532,No_Event,No_Event,No_Event,No_Event,0,1,0,0
532,2012-07-14,11225,Saturday,1,7,2012,d_533,No_Event,No_Event,No_Event,No_Event,0,0,1,0
533,2012-07-15,11225,Sunday,2,7,2012,d_534,No_Event,No_Event,No_Event,No_Event,0,1,1,0
534,2012-07-16,11225,Monday,3,7,2012,d_535,No_Event,No_Event,No_Event,No_Event,0,0,0,0
535,2012-07-17,11225,Tuesday,4,7,2012,d_536,No_Event,No_Event,No_Event,No_Event,0,0,0,0
536,2012-07-18,11225,Wednesday,5,7,2012,d_537,No_Event,No_Event,No_Event,No_Event,0,0,0,0
537,2012-07-19,11225,Thursday,6,7,2012,d_538,No_Event,No_Event,No_Event,No_Event,0,0,0,0
538,2012-07-20,11225,Friday,7,7,2012,d_539,Ramadan starts,Religious,No_Event,No_Event,0,0,0,1
539,2012-07-21,11226,Saturday,1,7,2012,d_540,No_Event,No_Event,No_Event,No_Event,0,0,0,0
540,2012-07-22,11226,Sunday,2,7,2012,d_541,No_Event,No_Event,No_Event,No_Event,0,0,0,0
541,2012-07-23,11226,Monday,3,7,2012,d_542,No_Event,No_Event,No_Event,No_Event,0,0,0,0
542,2012-07-24,11226,Tuesday,4,7,2012,d_543,No_Event,No_Event,No_Event,No_Event,0,0,0,0
543,2012-07-25,11226,Wednesday,5,7,2012,d_544,No_Event,No_Event,No_Event,No_Event,0,0,0,0
544,2012-07-26,11226,Thursday,6,7,2012,d_545,No_Event,No_Event,No_Event,No_Event,0,0,0,0
545,2012-07-27,11226,Friday,7,7,2012,d_546,No_Event,No_Event,No_Event,No_Event,0,0,0,0
546,2012-07-28,11227,Saturday,1,7,2012,d_547,No_Event,No_Event,No_Event,No_Event,0,0,0,0
547,2012-07-29,11227,Sunday,2,7,2012,d_548,No_Event,No_Event,No_Event,No_Event,0,0,0,0
548,2012-07-30,11227,Monday,3,7,2012,d_549,No_Event,No_Event,No_Event,No_Event,0,0,0,0
549,2012-07-31,11227,Tuesday,4,7,2012,d_550,No_Event,No_Event,No_Event,No_Event,0,0,0,0
550,2012-08-01,11227,Wednesday,5,8,2012,d_551,No_Event,No_Event,No_Event,No_Event,1,1,0,0
551,2012-08-02,11227,Thursday,6,8,2012,d_552,No_Event,No_Event,No_Event,No_Event,1,0,1,0
552,2012-08-03,11227,Friday,7,8,2012,d_553,No_Event,No_Event,No_Event,No_Event,1,1,1,0
553,2012-08-04,11228,Saturday,1,8,2012,d_554,No_Event,No_Event,No_Event,No_Event,1,0,0,0
554,2012-08-05,11228,Sunday,2,8,2012,d_555,No_Event,No_Event,No_Event,No_Event,1,1,1,0
555,2012-08-06,11228,Monday,3,8,2012,d_556,No_Event,No_Event,No_Event,No_Event,1,1,1,0
556,2012-08-07,11228,Tuesday,4,8,2012,d_557,No_Event,No_Event,No_Event,No_Event,1,1,0,0
557,2012-08-08,11228,Wednesday,5,8,2012,d_558,No_Event,No_Event,No_Event,No_Event,1,0,1,0
558,2012-08-09,11228,Thursday,6,8,2012,d_559,No_Event,No_Event,No_Event,No_Event,1,1,1,0
559,2012-08-10,11228,Friday,7,8,2012,d_560,No_Event,No_Event,No_Event,No_Event,1,0,0,0
560,2012-08-11,11229,Saturday,1,8,2012,d_561,No_Event,No_Event,No_Event,No_Event,0,1,1,0
561,2012-08-12,11229,Sunday,2,8,2012,d_562,No_Event,No_Event,No_Event,No_Event,0,1,1,0
562,2012-08-13,11229,Monday,3,8,2012,d_563,No_Event,No_Event,No_Event,No_Event,0,1,0,0
563,2012-08-14,11229,Tuesday,4,8,2012,d_564,No_Event,No_Event,No_Event,No_Event,0,0,1,0
564,2012-08-15,11229,Wednesday,5,8,2012,d_565,No_Event,No_Event,No_Event,No_Event,0,1,1,0
565,2012-08-16,11229,Thursday,6,8,2012,d_566,No_Event,No_Event,No_Event,No_Event,0,0,0,0
566,2012-08-17,11229,Friday,7,8,2012,d_567,No_Event,No_Event,No_Event,No_Event,0,0,0,0
567,2012-08-18,11230,Saturday,1,8,2012,d_568,No_Event,No_Event,No_Event,No_Event,0,0,0,0
568,2012-08-19,11230,Sunday,2,8,2012,d_569,Eid al-Fitr,Religious,No_Event,No_Event,0,0,0,1
569,2012-08-20,11230,Monday,3,8,2012,d_570,No_Event,No_Event,No_Event,No_Event,0,0,0,0
570,2012-08-21,11230,Tuesday,4,8,2012,d_571,No_Event,No_Event,No_Event,No_Event,0,0,0,0
571,2012-08-22,11230,Wednesday,5,8,2012,d_572,No_Event,No_Event,No_Event,No_Event,0,0,0,0
572,2012-08-23,11230,Thursday,6,8,2012,d_573,No_Event,No_Event,No_Event,No_Event,0,0,0,0
573,2012-08-24,11230,Friday,7,8,2012,d_574,No_Event,No_Event,No_Event,No_Event,0,0,0,0
574,2012-08-25,11231,Saturday,1,8,2012,d_575,No_Event,No_Event,No_Event,No_Event,0,0,0,0
575,2012-08-26,11231,Sunday,2,8,2012,d_576,No_Event,No_Event,No_Event,No_Event,0,0,0,0
576,2012-08-27,11231,Monday,3,8,2012,d_577,No_Event,No_Event,No_Event,No_Event,0,0,0,0
577,2012-08-28,11231,Tuesday,4,8,2012,d_578,No_Event,No_Event,No_Event,No_Event,0,0,0,0
578,2012-08-29,11231,Wednesday,5,8,2012,d_579,No_Event,No_Event,No_Event,No_Event,0,0,0,0
579,2012-08-30,11231,Thursday,6,8,2012,d_580,No_Event,No_Event,No_Event,No_Event,0,0,0,0
580,2012-08-31,11231,Friday,7,8,2012,d_581,No_Event,No_Event,No_Event,No_Event,0,0,0,0
581,2012-09-01,11232,Saturday,1,9,2012,d_582,No_Event,No_Event,No_Event,No_Event,1,1,0,0
582,2012-09-02,11232,Sunday,2,9,2012,d_583,No_Event,No_Event,No_Event,No_Event,1,0,1,0
583,2012-09-03,11232,Monday,3,9,2012,d_584,LaborDay,National,No_Event,No_Event,1,1,1,1
584,2012-09-04,11232,Tuesday,4,9,2012,d_585,No_Event,No_Event,No_Event,No_Event,1,0,0,0
585,2012-09-05,11232,Wednesday,5,9,2012,d_586,No_Event,No_Event,No_Event,No_Event,1,1,1,0
586,2012-09-06,11232,Thursday,6,9,2012,d_587,No_Event,No_Event,No_Event,No_Event,1,1,1,0
587,2012-09-07,11232,Friday,7,9,2012,d_588,No_Event,No_Event,No_Event,No_Event,1,1,0,0
588,2012-09-08,11233,Saturday,1,9,2012,d_589,No_Event,No_Event,No_Event,No_Event,1,0,1,0
589,2012-09-09,11233,Sunday,2,9,2012,d_590,No_Event,No_Event,No_Event,No_Event,1,1,1,0
590,2012-09-10,11233,Monday,3,9,2012,d_591,No_Event,No_Event,No_Event,No_Event,1,0,0,0
591,2012-09-11,11233,Tuesday,4,9,2012,d_592,No_Event,No_Event,No_Event,No_Event,0,1,1,0
592,2012-09-12,11233,Wednesday,5,9,2012,d_593,No_Event,No_Event,No_Event,No_Event,0,1,1,0
593,2012-09-13,11233,Thursday,6,9,2012,d_594,No_Event,No_Event,No_Event,No_Event,0,1,0,0
594,2012-09-14,11233,Friday,7,9,2012,d_595,No_Event,No_Event,No_Event,No_Event,0,0,1,0
595,2012-09-15,11234,Saturday,1,9,2012,d_596,No_Event,No_Event,No_Event,No_Event,0,1,1,0
596,2012-09-16,11234,Sunday,2,9,2012,d_597,No_Event,No_Event,No_Event,No_Event,0,0,0,0
597,2012-09-17,11234,Monday,3,9,2012,d_598,No_Event,No_Event,No_Event,No_Event,0,0,0,0
598,2012-09-18,11234,Tuesday,4,9,2012,d_599,No_Event,No_Event,No_Event,No_Event,0,0,0,0
599,2012-09-19,11234,Wednesday,5,9,2012,d_600,No_Event,No_Event,No_Event,No_Event,0,0,0,0
600,2012-09-20,11234,Thursday,6,9,2012,d_601,No_Event,No_Event,No_Event,No_Event,0,0,0,0
601,2012-09-21,11234,Friday,7,9,2012,d_602,No_Event,No_Event,No_Event,No_Event,0,0,0,0
602,2012-09-22,11235,Saturday,1,9,2012,d_603,No_Event,No_Event,No_Event,No_Event,0,0,0,0
603,2012-09-23,11235,Sunday,2,9,2012,d_604,No_Event,No_Event,No_Event,No_Event,0,0,0,0
604,2012-09-24,11235,Monday,3,9,2012,d_605,No_Event,No_Event,No_Event,No_Event,0,0,0,0
605,2012-09-25,11235,Tuesday,4,9,2012,d_606,No_Event,No_Event,No_Event,No_Event,0,0,0,0
606,2012-09-26,11235,Wednesday,5,9,2012,d_607,No_Event,No_Event,No_Event,No_Event,0,0,0,0
607,2012-09-27,11235,Thursday,6,9,2012,d_608,No_Event,No_Event,No_Event,No_Event,0,0,0,0
608,2012-09-28,11235,Friday,7,9,2012,d_609,No_Event,No_Event,No_Event,No_Event,0,0,0,0
609,2012-09-29,11236,Saturday,1,9,2012,d_610,No_Event,No_Event,No_Event,No_Event,0,0,0,0
610,2012-09-30,11236,Sunday,2,9,2012,d_611,No_Event,No_Event,No_Event,No_Event,0,0,0,0
611,2012-10-01,11236,Monday,3,10,2012,d_612,No_Event,No_Event,No_Event,No_Event,1,1,0,0
612,2012-10-02,11236,Tuesday,4,10,2012,d_613,No_Event,No_Event,No_Event,No_Event,1,0,1,0
613,2012-10-03,11236,Wednesday,5,10,2012,d_614,No_Event,No_Event,No_Event,No_Event,1,1,1,0
614,2012-10-04,11236,Thursday,6,10,2012,d_615,No_Event,No_Event,No_Event,No_Event,1,0,0,0
615,2012-10-05,11236,Friday,7,10,2012,d_616,No_Event,No_Event,No_Event,No_Event,1,1,1,0
616,2012-10-06,11237,Saturday,1,10,2012,d_617,No_Event,No_Event,No_Event,No_Event,1,1,1,0
617,2012-10-07,11237,Sunday,2,10,2012,d_618,No_Event,No_Event,No_Event,No_Event,1,1,0,0
618,2012-10-08,11237,Monday,3,10,2012,d_619,ColumbusDay,National,No_Event,No_Event,1,0,1,1
619,2012-10-09,11237,Tuesday,4,10,2012,d_620,No_Event,No_Event,No_Event,No_Event,1,1,1,0
620,2012-10-10,11237,Wednesday,5,10,2012,d_621,No_Event,No_Event,No_Event,No_Event,1,0,0,0
621,2012-10-11,11237,Thursday,6,10,2012,d_622,No_Event,No_Event,No_Event,No_Event,0,1,1,0
622,2012-10-12,11237,Friday,7,10,2012,d_623,No_Event,No_Event,No_Event,No_Event,0,1,1,0
623,2012-10-13,11238,Saturday,1,10,2012,d_624,No_Event,No_Event,No_Event,No_Event,0,1,0,0
624,2012-10-14,11238,Sunday,2,10,2012,d_625,No_Event,No_Event,No_Event,No_Event,0,0,1,0
625,2012-10-15,11238,Monday,3,10,2012,d_626,No_Event,No_Event,No_Event,No_Event,0,1,1,0
626,2012-10-16,11238,Tuesday,4,10,2012,d_627,No_Event,No_Event,No_Event,No_Event,0,0,0,0
627,2012-10-17,11238,Wednesday,5,10,2012,d_628,No_Event,No_Event,No_Event,No_Event,0,0,0,0
628,2012-10-18,11238,Thursday,6,10,2012,d_629,No_Event,No_Event,No_Event,No_Event,0,0,0,0
629,2012-10-19,11238,Friday,7,10,2012,d_630,No_Event,No_Event,No_Event,No_Event,0,0,0,0
630,2012-10-20,11239,Saturday,1,10,2012,d_631,No_Event,No_Event,No_Event,No_Event,0,0,0,0
631,2012-10-21,11239,Sunday,2,10,2012,d_632,No_Event,No_Event,No_Event,No_Event,0,0,0,0
632,2012-10-22,11239,Monday,3,10,2012,d_633,No_Event,No_Event,No_Event,No_Event,0,0,0,0
633,2012-10-23,11239,Tuesday,4,10,2012,d_634,No_Event,No_Event,No_Event,No_Event,0,0,0,0
634,2012-10-24,11239,Wednesday,5,10,2012,d_635,No_Event,No_Event,No_Event,No_Event,0,0,0,0
635,2012-10-25,11239,Thursday,6,10,2012,d_636,No_Event,No_Event,No_Event,No_Event,0,0,0,0
636,2012-10-26,11239,Friday,7,10,2012,d_637,EidAlAdha,Religious,No_Event,No_Event,0,0,0,1
637,2012-10-27,11240,Saturday,1,10,2012,d_638,No_Event,No_Event,No_Event,No_Event,0,0,0,0
638,2012-10-28,11240,Sunday,2,10,2012,d_639,No_Event,No_Event,No_Event,No_Event,0,0,0,0
639,2012-10-29,11240,Monday,3,10,2012,d_640,No_Event,No_Event,No_Event,No_Event,0,0,0,0
640,2012-10-30,11240,Tuesday,4,10,2012,d_641,No_Event,No_Event,No_Event,No_Event,0,0,0,0
641,2012-10-31,11240,Wednesday,5,10,2012,d_642,Halloween,Cultural,No_Event,No_Event,0,0,0,1
642,2012-11-01,11240,Thursday,6,11,2012,d_643,No_Event,No_Event,No_Event,No_Event,1,1,0,0
643,2012-11-02,11240,Friday,7,11,2012,d_644,No_Event,No_Event,No_Event,No_Event,1,0,1,0
644,2012-11-03,11241,Saturday,1,11,2012,d_645,No_Event,No_Event,No_Event,No_Event,1,1,1,0
645,2012-11-04,11241,Sunday,2,11,2012,d_646,No_Event,No_Event,No_Event,No_Event,1,0,0,0
646,2012-11-05,11241,Monday,3,11,2012,d_647,No_Event,No_Event,No_Event,No_Event,1,1,1,0
647,2012-11-06,11241,Tuesday,4,11,2012,d_648,No_Event,No_Event,No_Event,No_Event,1,1,1,0
648,2012-11-07,11241,Wednesday,5,11,2012,d_649,No_Event,No_Event,No_Event,No_Event,1,1,0,0
649,2012-11-08,11241,Thursday,6,11,2012,d_650,No_Event,No_Event,No_Event,No_Event,1,0,1,0
650,2012-11-09,11241,Friday,7,11,2012,d_651,No_Event,No_Event,No_Event,No_Event,1,1,1,0
651,2012-11-10,11242,Saturday,1,11,2012,d_652,No_Event,No_Event,No_Event,No_Event,1,0,0,0
652,2012-11-11,11242,Sunday,2,11,2012,d_653,VeteransDay,National,No_Event,No_Event,0,1,1,1
653,2012-11-12,11242,Monday,3,11,2012,d_654,No_Event,No_Event,No_Event,No_Event,0,1,1,0
654,2012-11-13,11242,Tuesday,4,11,2012,d_655,No_Event,No_Event,No_Event,No_Event,0,1,0,0
655,2012-11-14,11242,Wednesday,5,11,2012,d_656,No_Event,No_Event,No_Event,No_Event,0,0,1,0
656,2012-11-15,11242,Thursday,6,11,2012,d_657,No_Event,No_Event,No_Event,No_Event,0,1,1,0
657,2012-11-16,11242,Friday,7,11,2012,d_658,No_Event,No_Event,No_Event,No_Event,0,0,0,0
658,2012-11-17,11243,Saturday,1,11,2012,d_659,No_Event,No_Event,No_Event,No_Event,0,0,0,0
659,2012-11-18,11243,Sunday,2,11,2012,d_660,No_Event,No_Event,No_Event,No_Event,0,0,0,0
660,2012-11-19,11243,Monday,3,11,2012,d_661,No_Event,No_Event,No_Event,No_Event,0,0,0,0
661,2012-11-20,11243,Tuesday,4,11,2012,d_662,No_Event,No_Event,No_Event,No_Event,0,0,0,0
662,2012-11-21,11243,Wednesday,5,11,2012,d_663,No_Event,No_Event,No_Event,No_Event,0,0,0,0
663,2012-11-22,11243,Thursday,6,11,2012,d_664,Thanksgiving,National,No_Event,No_Event,0,0,0,1
664,2012-11-23,11243,Friday,7,11,2012,d_665,No_Event,No_Event,No_Event,No_Event,0,0,0,0
665,2012-11-24,11244,Saturday,1,11,2012,d_666,No_Event,No_Event,No_Event,No_Event,0,0,0,0
666,2012-11-25,11244,Sunday,2,11,2012,d_667,No_Event,No_Event,No_Event,No_Event,0,0,0,0
667,2012-11-26,11244,Monday,3,11,2012,d_668,No_Event,No_Event,No_Event,No_Event,0,0,0,0
668,2012-11-27,11244,Tuesday,4,11,2012,d_669,No_Event,No_Event,No_Event,No_Event,0,0,0,0
669,2012-11-28,11244,Wednesday,5,11,2012,d_670,No_Event,No_Event,No_Event,No_Event,0,0,0,0
670,2012-11-29,11244,Thursday,6,11,2012,d_671,No_Event,No_Event,No_Event,No_Event,0,0,0,0
671,2012-11-30,11244,Friday,7,11,2012,d_672,No_Event,No_Event,No_Event,No_Event,0,0,0,0
672,2012-12-01,11245,Saturday,1,12,2012,d_673,No_Event,No_Event,No_Event,No_Event,1,1,0,0
673,2012-12-02,11245,Sunday,2,12,2012,d_674,No_Event,No_Event,No_Event,No_Event,1,0,1,0
674,2012-12-03,11245,Monday,3,12,2012,d_675,No_Event,No_Event,No_Event,No_Event,1,1,1,0
675,2012-12-04,11245,Tuesday,4,12,2012,d_676,No_Event,No_Event,No_Event,No_Event,1,0,0,0
676,2012-12-05,11245,Wednesday,5,12,2012,d_677,No_Event,No_Event,No_Event,No_Event,1,1,1,0
677,2012-12-06,11245,Thursday,6,12,2012,d_678,No_Event,No_Event,No_Event,No_Event,1,1,1,0
678,2012-12-07,11245,Friday,7,12,2012,d_679,No_Event,No_Event,No_Event,No_Event,1,1,0,0
679,2012-12-08,11246,Saturday,1,12,2012,d_680,No_Event,No_Event,No_Event,No_Event,1,0,1,0
680,2012-12-09,11246,Sunday,2,12,2012,d_681,No_Event,No_Event,No_Event,No_Event,1,1,1,0
681,2012-12-10,11246,Monday,3,12,2012,d_682,No_Event,No_Event,No_Event,No_Event,1,0,0,0
682,2012-12-11,11246,Tuesday,4,12,2012,d_683,No_Event,No_Event,No_Event,No_Event,0,1,1,0
683,2012-12-12,11246,Wednesday,5,12,2012,d_684,No_Event,No_Event,No_Event,No_Event,0,1,1,0
684,2012-12-13,11246,Thursday,6,12,2012,d_685,No_Event,No_Event,No_Event,No_Event,0,1,0,0
685,2012-12-14,11246,Friday,7,12,2012,d_686,No_Event,No_Event,No_Event,No_Event,0,0,1,0
686,2012-12-15,11247,Saturday,1,12,2012,d_687,No_Event,No_Event,No_Event,No_Event,0,1,1,0
687,2012-12-16,11247,Sunday,2,12,2012,d_688,Chanukah End,Religious,No_Event,No_Event,0,0,0,1
688,2012-12-17,11247,Monday,3,12,2012,d_689,No_Event,No_Event,No_Event,No_Event,0,0,0,0
689,2012-12-18,11247,Tuesday,4,12,2012,d_690,No_Event,No_Event,No_Event,No_Event,0,0,0,0
690,2012-12-19,11247,Wednesday,5,12,2012,d_691,No_Event,No_Event,No_Event,No_Event,0,0,0,0
691,2012-12-20,11247,Thursday,6,12,2012,d_692,No_Event,No_Event,No_Event,No_Event,0,0,0,0
692,2012-12-21,11247,Friday,7,12,2012,d_693,No_Event,No_Event,No_Event,No_Event,0,0,0,0
693,2012-12-22,11248,Saturday,1,12,2012,d_694,No_Event,No_Event,No_Event,No_Event,0,0,0,0
694,2012-12-23,11248,Sunday,2,12,2012,d_695,No_Event,No_Event,No_Event,No_Event,0,0,0,0
695,2012-12-24,11248,Monday,3,12,2012,d_696,No_Event,No_Event,No_Event,No_Event,0,0,0,0
696,2012-12-25,11248,Tuesday,4,12,2012,d_697,Christmas,National,No_Event,No_Event,0,0,0,1
697,2012-12-26,11248,Wednesday,5,12,2012,d_698,No_Event,No_Event,No_Event,No_Event,0,0,0,0
698,2012-12-27,11248,Thursday,6,12,2012,d_699,No_Event,No_Event,No_Event,No_Event,0,0,0,0
699,2012-12-28,11248,Friday,7,12,2012,d_700,No_Event,No_Event,No_Event,No_Event,0,0,0,0
700,2012-12-29,11249,Saturday,1,12,2012,d_701,No_Event,No_Event,No_Event,No_Event,0,0,0,0
701,2012-12-30,11249,Sunday,2,12,2012,d_702,No_Event,No_Event,No_Event,No_Event,0,0,0,0
702,2012-12-31,11249,Monday,3,12,2012,d_703,No_Event,No_Event,No_Event,No_Event,0,0,0,0
703,2013-01-01,11249,Tuesday,4,1,2013,d_704,NewYear,National,No_Event,No_Event,1,1,0,1
704,2013-01-02,11249,Wednesday,5,1,2013,d_705,No_Event,No_Event,No_Event,No_Event,1,0,1,0
705,2013-01-03,11249,Thursday,6,1,2013,d_706,No_Event,No_Event,No_Event,No_Event,1,1,1,0
706,2013-01-04,11249,Friday,7,1,2013,d_707,No_Event,No_Event,No_Event,No_Event,1,0,0,0
707,2013-01-05,11250,Saturday,1,1,2013,d_708,No_Event,No_Event,No_Event,No_Event,1,1,1,0
708,2013-01-06,11250,Sunday,2,1,2013,d_709,No_Event,No_Event,No_Event,No_Event,1,1,1,0
709,2013-01-07,11250,Monday,3,1,2013,d_710,OrthodoxChristmas,Religious,No_Event,No_Event,1,1,0,1
710,2013-01-08,11250,Tuesday,4,1,2013,d_711,No_Event,No_Event,No_Event,No_Event,1,0,1,0
711,2013-01-09,11250,Wednesday,5,1,2013,d_712,No_Event,No_Event,No_Event,No_Event,1,1,1,0
712,2013-01-10,11250,Thursday,6,1,2013,d_713,No_Event,No_Event,No_Event,No_Event,1,0,0,0
713,2013-01-11,11250,Friday,7,1,2013,d_714,No_Event,No_Event,No_Event,No_Event,0,1,1,0
714,2013-01-12,11251,Saturday,1,1,2013,d_715,No_Event,No_Event,No_Event,No_Event,0,1,1,0
715,2013-01-13,11251,Sunday,2,1,2013,d_716,No_Event,No_Event,No_Event,No_Event,0,1,0,0
716,2013-01-14,11251,Monday,3,1,2013,d_717,No_Event,No_Event,No_Event,No_Event,0,0,1,0
717,2013-01-15,11251,Tuesday,4,1,2013,d_718,No_Event,No_Event,No_Event,No_Event,0,1,1,0
718,2013-01-16,11251,Wednesday,5,1,2013,d_719,No_Event,No_Event,No_Event,No_Event,0,0,0,0
719,2013-01-17,11251,Thursday,6,1,2013,d_720,No_Event,No_Event,No_Event,No_Event,0,0,0,0
720,2013-01-18,11251,Friday,7,1,2013,d_721,No_Event,No_Event,No_Event,No_Event,0,0,0,0
721,2013-01-19,11252,Saturday,1,1,2013,d_722,No_Event,No_Event,No_Event,No_Event,0,0,0,0
722,2013-01-20,11252,Sunday,2,1,2013,d_723,No_Event,No_Event,No_Event,No_Event,0,0,0,0
723,2013-01-21,11252,Monday,3,1,2013,d_724,MartinLutherKingDay,National,No_Event,No_Event,0,0,0,1
724,2013-01-22,11252,Tuesday,4,1,2013,d_725,No_Event,No_Event,No_Event,No_Event,0,0,0,0
725,2013-01-23,11252,Wednesday,5,1,2013,d_726,No_Event,No_Event,No_Event,No_Event,0,0,0,0
726,2013-01-24,11252,Thursday,6,1,2013,d_727,No_Event,No_Event,No_Event,No_Event,0,0,0,0
727,2013-01-25,11252,Friday,7,1,2013,d_728,No_Event,No_Event,No_Event,No_Event,0,0,0,0
728,2013-01-26,11301,Saturday,1,1,2013,d_729,No_Event,No_Event,No_Event,No_Event,0,0,0,0
729,2013-01-27,11301,Sunday,2,1,2013,d_730,No_Event,No_Event,No_Event,No_Event,0,0,0,0
730,2013-01-28,11301,Monday,3,1,2013,d_731,No_Event,No_Event,No_Event,No_Event,0,0,0,0
731,2013-01-29,11301,Tuesday,4,1,2013,d_732,No_Event,No_Event,No_Event,No_Event,0,0,0,0
732,2013-01-30,11301,Wednesday,5,1,2013,d_733,No_Event,No_Event,No_Event,No_Event,0,0,0,0
733,2013-01-31,11301,Thursday,6,1,2013,d_734,No_Event,No_Event,No_Event,No_Event,0,0,0,0
734,2013-02-01,11301,Friday,7,2,2013,d_735,No_Event,No_Event,No_Event,No_Event,1,1,0,0
735,2013-02-02,11302,Saturday,1,2,2013,d_736,No_Event,No_Event,No_Event,No_Event,1,0,1,0
736,2013-02-03,11302,Sunday,2,2,2013,d_737,SuperBowl,Sporting,No_Event,No_Event,1,1,1,1
737,2013-02-04,11302,Monday,3,2,2013,d_738,No_Event,No_Event,No_Event,No_Event,1,0,0,0
738,2013-02-05,11302,Tuesday,4,2,2013,d_739,No_Event,No_Event,No_Event,No_Event,1,1,1,0
739,2013-02-06,11302,Wednesday,5,2,2013,d_740,No_Event,No_Event,No_Event,No_Event,1,1,1,0
740,2013-02-07,11302,Thursday,6,2,2013,d_741,No_Event,No_Event,No_Event,No_Event,1,1,0,0
741,2013-02-08,11302,Friday,7,2,2013,d_742,No_Event,No_Event,No_Event,No_Event,1,0,1,0
