,d,sales,date,weekday,month,year,event_name_1,event_type_1,event_name_2,event_type_2,is_event,rolling_7,rolling_28
966,d_967,46001,2013-09-21,Saturday,9,2013,No_Event,No_Event,No_Event,No_Event,0,37814.57142857143,39575.607142857145
967,d_968,46210,2013-09-22,Sunday,9,2013,No_Event,No_Event,No_Event,No_Event,0,37134.57142857143,39491.07142857143
968,d_969,32784,2013-09-23,Monday,9,2013,No_Event,No_Event,No_Event,No_Event,0,36564.42857142857,39440.5
969,d_970,31064,2013-09-24,Tuesday,9,2013,No_Event,No_Event,No_Event,No_Event,0,36349.142857142855,39372.67857142857
970,d_971,29959,2013-09-25,Wednesday,9,2013,No_Event,No_Event,No_Event,No_Event,0,36160.28571428572,39283.5
971,d_972,30648,2013-09-26,Thursday,9,2013,No_Event,No_Event,No_Event,No_Event,0,36135.28571428572,39245.57142857143
972,d_973,35502,2013-09-27,Friday,9,2013,No_Event,No_Event,No_Event,No_Event,0,36024.0,39027.03571428572
973,d_974,44441,2013-09-28,Saturday,9,2013,No_Event,No_Event,No_Event,No_Event,0,35801.142857142855,38900.92857142857
974,d_975,44396,2013-09-29,Sunday,9,2013,No_Event,No_Event,No_Event,No_Event,0,35542.0,38888.607142857145
975,d_976,32893,2013-09-30,Monday,9,2013,No_Event,No_Event,No_Event,No_Event,0,35557.57142857143,38382.21428571428
976,d_977,36730,2013-10-01,Tuesday,10,2013,No_Event,No_Event,No_Event,No_Event,0,36367.0,38344.03571428572
977,d_978,33900,2013-10-02,Wednesday,10,2013,No_Event,No_Event,No_Event,No_Event,0,36930.0,38364.46428571428
978,d_979,37215,2013-10-03,Thursday,10,2013,No_Event,No_Event,No_Event,No_Event,0,37868.142857142855,38428.392857142855
979,d_980,37334,2013-10-04,Friday,10,2013,No_Event,No_Event,No_Event,No_Event,0,38129.857142857145,38380.17857142857
980,d_981,48777,2013-10-05,Saturday,10,2013,No_Event,No_Event,No_Event,No_Event,0,38749.28571428572,38422.21428571428
981,d_982,49888,2013-10-06,Sunday,10,2013,No_Event,No_Event,No_Event,No_Event,0,39533.857142857145,38356.07142857143
982,d_983,37003,2013-10-07,Monday,10,2013,No_Event,No_Event,No_Event,No_Event,0,40121.0,38257.42857142857
983,d_984,34544,2013-10-08,Tuesday,10,2013,No_Event,No_Event,No_Event,No_Event,0,39808.71428571428,38253.17857142857
984,d_985,34746,2013-10-09,Wednesday,10,2013,No_Event,No_Event,No_Event,No_Event,0,39929.57142857143,38201.42857142857
985,d_986,34019,2013-10-10,Thursday,10,2013,No_Event,No_Event,No_Event,No_Event,0,39473.0,38103.28571428572
986,d_987,38093,2013-10-11,Friday,10,2013,No_Event,No_Event,No_Event,No_Event,0,39581.42857142857,38000.5
987,d_988,46581,2013-10-12,Saturday,10,2013,No_Event,No_Event,No_Event,No_Event,0,39267.71428571428,37908.17857142857
988,d_989,46343,2013-10-13,Sunday,10,2013,No_Event,No_Event,No_Event,No_Event,0,38761.28571428572,37742.92857142857
989,d_990,36836,2013-10-14,Monday,10,2013,ColumbusDay,National,No_Event,No_Event,1,38737.42857142857,37745.107142857145
990,d_991,33213,2013-10-15,Tuesday,10,2013,EidAlAdha,Religious,No_Event,No_Event,1,38547.28571428572,37768.03571428572
991,d_992,32677,2013-10-16,Wednesday,10,2013,No_Event,No_Event,No_Event,No_Event,0,38251.71428571428,37817.892857142855
992,d_993,30538,2013-10-17,Thursday,10,2013,No_Event,No_Event,No_Event,No_Event,0,37754.42857142857,37807.71428571428
993,d_994,34337,2013-10-18,Friday,10,2013,No_Event,No_Event,No_Event,No_Event,0,37217.857142857145,37738.28571428572
994,d_995,42043,2013-10-19,Saturday,10,2013,No_Event,No_Event,No_Event,No_Event,0,36569.57142857143,37596.92857142857
995,d_996,43352,2013-10-20,Sunday,10,2013,No_Event,No_Event,No_Event,No_Event,0,36142.28571428572,37494.857142857145
996,d_997,31859,2013-10-21,Monday,10,2013,No_Event,No_Event,No_Event,No_Event,0,35431.28571428572,37461.82142857143
997,d_998,28957,2013-10-22,Tuesday,10,2013,No_Event,No_Event,No_Event,No_Event,0,34823.28571428572,37386.57142857143
998,d_999,29525,2013-10-23,Wednesday,10,2013,No_Event,No_Event,No_Event,No_Event,0,34373.0,37371.07142857143
999,d_1000,29260,2013-10-24,Thursday,10,2013,No_Event,No_Event,No_Event,No_Event,0,34190.42857142857,37321.5
1000,d_1001,33877,2013-10-25,Friday,10,2013,No_Event,No_Event,No_Event,No_Event,0,34124.71428571428,37263.46428571428
1001,d_1002,42454,2013-10-26,Saturday,10,2013,No_Event,No_Event,No_Event,No_Event,0,34183.42857142857,37192.5
1002,d_1003,40665,2013-10-27,Sunday,10,2013,No_Event,No_Event,No_Event,No_Event,0,33799.57142857143,37059.25
1003,d_1004,32058,2013-10-28,Monday,10,2013,No_Event,No_Event,No_Event,No_Event,0,33828.0,37029.42857142857
1004,d_1005,29529,2013-10-29,Tuesday,10,2013,No_Event,No_Event,No_Event,No_Event,0,33909.71428571428,36772.25
1005,d_1006,31136,2013-10-30,Wednesday,10,2013,No_Event,No_Event,No_Event,No_Event,0,34139.857142857145,36673.53571428572
1006,d_1007,27034,2013-10-31,Thursday,10,2013,Halloween,Cultural,No_Event,No_Event,1,33821.857142857145,36309.92857142857
1007,d_1008,39727,2013-11-01,Friday,11,2013,No_Event,No_Event,No_Event,No_Event,0,34657.57142857143,36395.392857142855
1008,d_1009,47093,2013-11-02,Saturday,11,2013,No_Event,No_Event,No_Event,No_Event,0,35320.28571428572,36335.25
1009,d_1010,48373,2013-11-03,Sunday,11,2013,No_Event,No_Event,No_Event,No_Event,0,36421.42857142857,36281.142857142855
1010,d_1011,32972,2013-11-04,Monday,11,2013,No_Event,No_Event,No_Event,No_Event,0,36552.0,36137.17857142857
1011,d_1012,34087,2013-11-05,Tuesday,11,2013,No_Event,No_Event,No_Event,No_Event,0,37203.142857142855,36120.857142857145
1012,d_1013,33030,2013-11-06,Wednesday,11,2013,No_Event,No_Event,No_Event,No_Event,0,37473.71428571428,36059.57142857143
1013,d_1014,31953,2013-11-07,Thursday,11,2013,No_Event,No_Event,No_Event,No_Event,0,38176.42857142857,35985.78571428572
1014,d_1015,35460,2013-11-08,Friday,11,2013,No_Event,No_Event,No_Event,No_Event,0,37566.857142857145,35891.75
1015,d_1016,45717,2013-11-09,Saturday,11,2013,No_Event,No_Event,No_Event,No_Event,0,37370.28571428572,35860.892857142855
1016,d_1017,43905,2013-11-10,Sunday,11,2013,No_Event,No_Event,No_Event,No_Event,0,36732.0,35773.82142857143
1017,d_1018,36396,2013-11-11,Monday,11,2013,VeteransDay,National,No_Event,No_Event,1,37221.142857142855,35758.107142857145
1018,d_1019,32275,2013-11-12,Tuesday,11,2013,No_Event,No_Event,No_Event,No_Event,0,36962.28571428572,35724.607142857145
1019,d_1020,29255,2013-11-13,Wednesday,11,2013,No_Event,No_Event,No_Event,No_Event,0,36423.0,35602.392857142855
1020,d_1021,29468,2013-11-14,Thursday,11,2013,No_Event,No_Event,No_Event,No_Event,0,36068.0,35564.17857142857
1021,d_1022,35775,2013-11-15,Friday,11,2013,No_Event,No_Event,No_Event,No_Event,0,36113.0,35615.53571428572
1022,d_1023,44587,2013-11-16,Saturday,11,2013,No_Event,No_Event,No_Event,No_Event,0,35951.57142857143,35706.392857142855
1023,d_1024,42589,2013-11-17,Sunday,11,2013,No_Event,No_Event,No_Event,No_Event,0,35763.57142857143,35679.142857142855
1024,d_1025,32110,2013-11-18,Monday,11,2013,No_Event,No_Event,No_Event,No_Event,0,35151.28571428572,35688.107142857145
1025,d_1026,28522,2013-11-19,Tuesday,11,2013,No_Event,No_Event,No_Event,No_Event,0,34615.142857142855,35672.57142857143
1026,d_1027,27915,2013-11-20,Wednesday,11,2013,No_Event,No_Event,No_Event,No_Event,0,34423.71428571428,35615.07142857143
1027,d_1028,28699,2013-11-21,Thursday,11,2013,No_Event,No_Event,No_Event,No_Event,0,34313.857142857145,35595.03571428572
1028,d_1029,32863,2013-11-22,Friday,11,2013,No_Event,No_Event,No_Event,No_Event,0,33897.857142857145,35558.82142857143
1029,d_1030,40047,2013-11-23,Saturday,11,2013,No_Event,No_Event,No_Event,No_Event,0,33249.28571428572,35472.857142857145
1030,d_1031,38446,2013-11-24,Sunday,11,2013,No_Event,No_Event,No_Event,No_Event,0,32657.428571428572,35393.607142857145
1031,d_1032,28645,2013-11-25,Monday,11,2013,No_Event,No_Event,No_Event,No_Event,0,32162.428571428572,35271.71428571428
1032,d_1033,31293,2013-11-26,Tuesday,11,2013,No_Event,No_Event,No_Event,No_Event,0,32558.285714285714,35334.71428571428
1033,d_1034,36139,2013-11-27,Wednesday,11,2013,No_Event,No_Event,No_Event,No_Event,0,33733.142857142855,35513.392857142855
1034,d_1035,19839,2013-11-28,Thursday,11,2013,Thanksgiving,National,No_Event,No_Event,1,32467.428571428572,35256.42857142857
1035,d_1036,26073,2013-11-29,Friday,11,2013,No_Event,No_Event,No_Event,No_Event,0,31497.428571428572,34768.78571428572
1036,d_1037,31546,2013-11-30,Saturday,11,2013,No_Event,No_Event,No_Event,No_Event,0,30283.0,34213.53571428572
1037,d_1038,38187,2013-12-01,Sunday,12,2013,No_Event,No_Event,No_Event,No_Event,0,30246.0,33849.75
1038,d_1039,37087,2013-12-02,Monday,12,2013,No_Event,No_Event,No_Event,No_Event,0,31452.0,33996.71428571428
1039,d_1040,38024,2013-12-03,Tuesday,12,2013,No_Event,No_Event,No_Event,No_Event,0,32413.571428571428,34137.32142857143
1040,d_1041,31519,2013-12-04,Wednesday,12,2013,No_Event,No_Event,No_Event,No_Event,0,31753.571428571428,34083.357142857145
1041,d_1042,35151,2013-12-05,Thursday,12,2013,Chanukah End,Religious,No_Event,No_Event,1,33941.0,34197.57142857143
1042,d_1043,36899,2013-12-06,Friday,12,2013,No_Event,No_Event,No_Event,No_Event,0,35487.57142857143,34248.96428571428
1043,d_1044,44450,2013-12-07,Saturday,12,2013,No_Event,No_Event,No_Event,No_Event,0,37331.0,34203.71428571428
1044,d_1045,40424,2013-12-08,Sunday,12,2013,No_Event,No_Event,No_Event,No_Event,0,37650.57142857143,34079.392857142855
1045,d_1046,33653,2013-12-09,Monday,12,2013,No_Event,No_Event,No_Event,No_Event,0,37160.0,33981.42857142857
1046,d_1047,31422,2013-12-10,Tuesday,12,2013,No_Event,No_Event,No_Event,No_Event,0,36216.857142857145,33950.96428571428
1047,d_1048,30911,2013-12-11,Wednesday,12,2013,No_Event,No_Event,No_Event,No_Event,0,36130.0,34010.107142857145
1048,d_1049,31669,2013-12-12,Thursday,12,2013,No_Event,No_Event,No_Event,No_Event,0,35632.57142857143,34088.71428571428
1049,d_1050,36163,2013-12-13,Friday,12,2013,No_Event,No_Event,No_Event,No_Event,0,35527.42857142857,34102.57142857143
1050,d_1051,41528,2013-12-14,Saturday,12,2013,No_Event,No_Event,No_Event,No_Event,0,35110.0,33993.32142857143
1051,d_1052,43097,2013-12-15,Sunday,12,2013,No_Event,No_Event,No_Event,No_Event,0,35491.857142857145,34011.46428571428
1052,d_1053,32474,2013-12-16,Monday,12,2013,No_Event,No_Event,No_Event,No_Event,0,35323.42857142857,34024.46428571428
1053,d_1054,30338,2013-12-17,Tuesday,12,2013,No_Event,No_Event,No_Event,No_Event,0,35168.57142857143,34089.32142857143
1054,d_1055,31692,2013-12-18,Wednesday,12,2013,No_Event,No_Event,No_Event,No_Event,0,35280.142857142855,34224.21428571428
1055,d_1056,32411,2013-12-19,Thursday,12,2013,No_Event,No_Event,No_Event,No_Event,0,35386.142857142855,34356.78571428572
1056,d_1057,32123,2013-12-20,Friday,12,2013,No_Event,No_Event,No_Event,No_Event,0,34809.0,34330.357142857145
1057,d_1058,40474,2013-12-21,Saturday,12,2013,No_Event,No_Event,No_Event,No_Event,0,34658.42857142857,34345.607142857145
1058,d_1059,34915,2013-12-22,Sunday,12,2013,No_Event,No_Event,No_Event,No_Event,0,33489.57142857143,34219.5
1059,d_1060,35289,2013-12-23,Monday,12,2013,No_Event,No_Event,No_Event,No_Event,0,33891.71428571428,34456.78571428572
1060,d_1061,31077,2013-12-24,Tuesday,12,2013,No_Event,No_Event,No_Event,No_Event,0,33997.28571428572,34449.07142857143
1061,d_1062,20,2013-12-25,Wednesday,12,2013,Christmas,National,No_Event,No_Event,1,29472.714285714286,33159.107142857145
1062,d_1063,32727,2013-12-26,Thursday,12,2013,No_Event,No_Event,No_Event,No_Event,0,29517.85714285714,33619.392857142855
1063,d_1064,33095,2013-12-27,Friday,12,2013,No_Event,No_Event,No_Event,No_Event,0,29656.714285714286,33870.17857142857
1064,d_1065,36490,2013-12-28,Saturday,12,2013,No_Event,No_Event,No_Event,No_Event,0,29087.571428571428,34046.75
1065,d_1066,34121,2013-12-29,Sunday,12,2013,No_Event,No_Event,No_Event,No_Event,0,28974.14285714286,33901.53571428572
1066,d_1067,32293,2013-12-30,Monday,12,2013,No_Event,No_Event,No_Event,No_Event,0,28546.14285714286,33730.32142857143
1067,d_1068,34811,2013-12-31,Tuesday,12,2013,No_Event,No_Event,No_Event,No_Event,0,29079.571428571428,33615.57142857143
1068,d_1069,23845,2014-01-01,Wednesday,1,2014,NewYear,National,No_Event,No_Event,1,32483.14285714286,33341.5
1069,d_1070,32653,2014-01-02,Thursday,1,2014,No_Event,No_Event,No_Event,No_Event,0,32472.571428571428,33252.28571428572
1070,d_1071,38870,2014-01-03,Friday,1,2014,No_Event,No_Event,No_Event,No_Event,0,33297.57142857143,33322.67857142857
1071,d_1072,44616,2014-01-04,Saturday,1,2014,No_Event,No_Event,No_Event,No_Event,0,34458.42857142857,33328.607142857145
1072,d_1073,45302,2014-01-05,Sunday,1,2014,No_Event,No_Event,No_Event,No_Event,0,36055.71428571428,33502.82142857143
1073,d_1074,32412,2014-01-06,Monday,1,2014,No_Event,No_Event,No_Event,No_Event,0,36072.71428571428,33458.5
1074,d_1075,30952,2014-01-07,Tuesday,1,2014,OrthodoxChristmas,Religious,No_Event,No_Event,1,35521.42857142857,33441.71428571428
1075,d_1076,32973,2014-01-08,Wednesday,1,2014,No_Event,No_Event,No_Event,No_Event,0,36825.42857142857,33515.357142857145
1076,d_1077,33197,2014-01-09,Thursday,1,2014,No_Event,No_Event,No_Event,No_Event,0,36903.142857142855,33569.92857142857
1077,d_1078,32766,2014-01-10,Friday,1,2014,No_Event,No_Event,No_Event,No_Event,0,36031.142857142855,33448.607142857145
1078,d_1079,47798,2014-01-11,Saturday,1,2014,No_Event,No_Event,No_Event,No_Event,0,36485.71428571428,33672.53571428572
1079,d_1080,46858,2014-01-12,Sunday,1,2014,No_Event,No_Event,No_Event,No_Event,0,36708.0,33806.857142857145
1080,d_1081,33714,2014-01-13,Monday,1,2014,No_Event,No_Event,No_Event,No_Event,0,36894.0,33851.142857142855
1081,d_1082,30223,2014-01-14,Tuesday,1,2014,No_Event,No_Event,No_Event,No_Event,0,36789.857142857145,33847.03571428572
1082,d_1083,31579,2014-01-15,Wednesday,1,2014,No_Event,No_Event,No_Event,No_Event,0,36590.71428571428,33843.0
1083,d_1084,31190,2014-01-16,Thursday,1,2014,No_Event,No_Event,No_Event,No_Event,0,36304.0,33799.392857142855
1084,d_1085,35240,2014-01-17,Friday,1,2014,No_Event,No_Event,No_Event,No_Event,0,36657.42857142857,33910.71428571428
1085,d_1086,43233,2014-01-18,Saturday,1,2014,No_Event,No_Event,No_Event,No_Event,0,36005.28571428572,34009.25
1086,d_1087,40427,2014-01-19,Sunday,1,2014,No_Event,No_Event,No_Event,No_Event,0,35086.57142857143,34206.107142857145
1087,d_1088,32706,2014-01-20,Monday,1,2014,MartinLutherKingDay,National,No_Event,No_Event,1,34942.57142857143,34113.857142857145
1088,d_1089,27854,2014-01-21,Tuesday,1,2014,No_Event,No_Event,No_Event,No_Event,0,34604.142857142855,33998.75
1089,d_1090,28197,2014-01-22,Wednesday,1,2014,No_Event,No_Event,No_Event,No_Event,0,34121.0,35005.07142857143
1090,d_1091,26244,2014-01-23,Thursday,1,2014,No_Event,No_Event,No_Event,No_Event,0,33414.42857142857,34773.53571428572
1091,d_1092,30888,2014-01-24,Friday,1,2014,No_Event,No_Event,No_Event,No_Event,0,32792.71428571428,34694.71428571428
1092,d_1093,40529,2014-01-25,Saturday,1,2014,No_Event,No_Event,No_Event,No_Event,0,32406.428571428572,34838.96428571428
1093,d_1094,40197,2014-01-26,Sunday,1,2014,No_Event,No_Event,No_Event,No_Event,0,32373.571428571428,35055.96428571428
1094,d_1095,30060,2014-01-27,Monday,1,2014,No_Event,No_Event,No_Event,No_Event,0,31995.571428571428,34976.21428571428
1095,d_1096,24000,2014-01-28,Tuesday,1,2014,No_Event,No_Event,No_Event,No_Event,0,31445.0,34590.107142857145
1096,d_1097,24983,2014-01-29,Wednesday,1,2014,No_Event,No_Event,No_Event,No_Event,0,30985.85714285714,34630.75
1097,d_1098,27017,2014-01-30,Thursday,1,2014,No_Event,No_Event,No_Event,No_Event,0,31096.285714285714,34429.46428571428
1098,d_1099,36489,2014-01-31,Friday,1,2014,No_Event,No_Event,No_Event,No_Event,0,31896.428571428572,34344.42857142857
1099,d_1100,45333,2014-02-01,Saturday,2,2014,No_Event,No_Event,No_Event,No_Event,0,32582.714285714286,34370.03571428572
1100,d_1101,43897,2014-02-02,Sunday,2,2014,SuperBowl,Sporting,No_Event,No_Event,1,33111.28571428572,34319.857142857145
1101,d_1102,37294,2014-02-03,Monday,2,2014,No_Event,No_Event,No_Event,No_Event,0,34144.71428571428,34494.21428571428
1102,d_1103,30577,2014-02-04,Tuesday,2,2014,No_Event,No_Event,No_Event,No_Event,0,35084.28571428572,34480.82142857143
1103,d_1104,31676,2014-02-05,Wednesday,2,2014,No_Event,No_Event,No_Event,No_Event,0,36040.42857142857,34434.5
1104,d_1105,32389,2014-02-06,Thursday,2,2014,No_Event,No_Event,No_Event,No_Event,0,36807.857142857145,34405.642857142855
1105,d_1106,34255,2014-02-07,Friday,2,2014,No_Event,No_Event,No_Event,No_Event,0,36488.71428571428,34458.82142857143
1106,d_1107,47108,2014-02-08,Saturday,2,2014,No_Event,No_Event,No_Event,No_Event,0,36742.28571428572,34434.17857142857
1107,d_1108,48040,2014-02-09,Sunday,2,2014,No_Event,No_Event,No_Event,No_Event,0,37334.142857142855,34476.392857142855
1108,d_1109,33147,2014-02-10,Monday,2,2014,No_Event,No_Event,No_Event,No_Event,0,36741.71428571428,34456.142857142855
1109,d_1110,33533,2014-02-11,Tuesday,2,2014,No_Event,No_Event,No_Event,No_Event,0,37164.0,34574.357142857145
1110,d_1111,36738,2014-02-12,Wednesday,2,2014,No_Event,No_Event,No_Event,No_Event,0,37887.142857142855,34758.607142857145
1111,d_1112,37483,2014-02-13,Thursday,2,2014,No_Event,No_Event,No_Event,No_Event,0,38614.857142857145,34983.357142857145
1112,d_1113,33910,2014-02-14,Friday,2,2014,ValentinesDay,Cultural,No_Event,No_Event,1,38565.57142857143,34935.857142857145
1113,d_1114,44965,2014-02-15,Saturday,2,2014,No_Event,No_Event,No_Event,No_Event,0,38259.42857142857,34997.71428571428
1114,d_1115,43832,2014-02-16,Sunday,2,2014,No_Event,No_Event,No_Event,No_Event,0,37658.28571428572,35119.32142857143
1115,d_1116,34557,2014-02-17,Monday,2,2014,PresidentsDay,National,No_Event,No_Event,1,37859.71428571428,35185.42857142857
1116,d_1117,30710,2014-02-18,Tuesday,2,2014,No_Event,No_Event,No_Event,No_Event,0,37456.42857142857,35287.42857142857
1117,d_1118,30411,2014-02-19,Wednesday,2,2014,No_Event,No_Event,No_Event,No_Event,0,36552.57142857143,35366.5
1118,d_1119,29703,2014-02-20,Thursday,2,2014,No_Event,No_Event,No_Event,No_Event,0,35441.142857142855,35490.03571428572
1119,d_1120,33326,2014-02-21,Friday,2,2014,No_Event,No_Event,No_Event,No_Event,0,35357.71428571428,35577.107142857145
1120,d_1121,41488,2014-02-22,Saturday,2,2014,No_Event,No_Event,No_Event,No_Event,0,34861.0,35611.357142857145
1121,d_1122,44427,2014-02-23,Sunday,2,2014,No_Event,No_Event,No_Event,No_Event,0,34946.0,35762.42857142857
1122,d_1123,31797,2014-02-24,Monday,2,2014,No_Event,No_Event,No_Event,No_Event,0,34551.71428571428,35824.46428571428
1123,d_1124,29725,2014-02-25,Tuesday,2,2014,No_Event,No_Event,No_Event,No_Event,0,34411.0,36028.92857142857
1124,d_1125,26351,2014-02-26,Wednesday,2,2014,No_Event,No_Event,No_Event,No_Event,0,33831.0,36077.78571428572
1125,d_1126,28890,2014-02-27,Thursday,2,2014,No_Event,No_Event,No_Event,No_Event,0,33714.857142857145,36144.67857142857
1126,d_1127,34198,2014-02-28,Friday,2,2014,No_Event,No_Event,No_Event,No_Event,0,33839.42857142857,36062.857142857145
1127,d_1128,45496,2014-03-01,Saturday,3,2014,No_Event,No_Event,No_Event,No_Event,0,34412.0,36068.67857142857
1128,d_1129,46777,2014-03-02,Sunday,3,2014,No_Event,No_Event,No_Event,No_Event,0,34747.71428571428,36171.53571428572
1129,d_1130,37201,2014-03-03,Monday,3,2014,No_Event,No_Event,No_Event,No_Event,0,35519.71428571428,36168.21428571428
1130,d_1131,30066,2014-03-04,Tuesday,3,2014,No_Event,No_Event,No_Event,No_Event,0,35568.42857142857,36149.96428571428
1131,d_1132,31278,2014-03-05,Wednesday,3,2014,LentStart,Religious,No_Event,No_Event,1,36272.28571428572,36135.75
1132,d_1133,32662,2014-03-06,Thursday,3,2014,No_Event,No_Event,No_Event,No_Event,0,36811.142857142855,36145.5
1133,d_1134,34864,2014-03-07,Friday,3,2014,No_Event,No_Event,No_Event,No_Event,0,36906.28571428572,36167.25
1134,d_1135,43485,2014-03-08,Saturday,3,2014,No_Event,No_Event,No_Event,No_Event,0,36619.0,36037.857142857145
1135,d_1136,50090,2014-03-09,Sunday,3,2014,No_Event,No_Event,No_Event,No_Event,0,37092.28571428572,36111.07142857143
1136,d_1137,37506,2014-03-10,Monday,3,2014,No_Event,No_Event,No_Event,No_Event,0,37135.857142857145,36266.75
1137,d_1138,34567,2014-03-11,Tuesday,3,2014,No_Event,No_Event,No_Event,No_Event,0,37778.857142857145,36303.67857142857
1138,d_1139,34942,2014-03-12,Wednesday,3,2014,LentWeek2,Religious,No_Event,No_Event,1,38302.28571428572,36239.53571428572
1139,d_1140,33084,2014-03-13,Thursday,3,2014,No_Event,No_Event,No_Event,No_Event,0,38362.57142857143,36082.42857142857
1140,d_1141,36946,2014-03-14,Friday,3,2014,No_Event,No_Event,No_Event,No_Event,0,38660.0,36190.857142857145
1141,d_1142,44708,2014-03-15,Saturday,3,2014,No_Event,No_Event,No_Event,No_Event,0,38834.71428571428,36181.67857142857
1142,d_1143,45376,2014-03-16,Sunday,3,2014,Purim End,Religious,No_Event,No_Event,1,38161.28571428572,36236.82142857143
1143,d_1144,32084,2014-03-17,Monday,3,2014,StPatricksDay,Cultural,No_Event,No_Event,1,37386.71428571428,36148.5
1144,d_1145,30095,2014-03-18,Tuesday,3,2014,No_Event,No_Event,No_Event,No_Event,0,36747.857142857145,36126.53571428572
1145,d_1146,29384,2014-03-19,Wednesday,3,2014,No_Event,No_Event,No_Event,No_Event,0,35953.857142857145,36089.857142857145
1146,d_1147,28809,2014-03-20,Thursday,3,2014,No_Event,No_Event,No_Event,No_Event,0,35343.142857142855,36057.92857142857
1147,d_1148,33202,2014-03-21,Friday,3,2014,No_Event,No_Event,No_Event,No_Event,0,34808.28571428572,36053.5
1148,d_1149,41441,2014-03-22,Saturday,3,2014,No_Event,No_Event,No_Event,No_Event,0,34341.57142857143,36051.82142857143
1149,d_1150,44171,2014-03-23,Sunday,3,2014,No_Event,No_Event,No_Event,No_Event,0,34169.42857142857,36042.67857142857
1150,d_1151,31843,2014-03-24,Monday,3,2014,No_Event,No_Event,No_Event,No_Event,0,34135.0,36044.32142857143
1151,d_1152,28466,2014-03-25,Tuesday,3,2014,No_Event,No_Event,No_Event,No_Event,0,33902.28571428572,35999.357142857145
1152,d_1153,27014,2014-03-26,Wednesday,3,2014,No_Event,No_Event,No_Event,No_Event,0,33563.71428571428,36023.03571428572
1153,d_1154,30210,2014-03-27,Thursday,3,2014,No_Event,No_Event,No_Event,No_Event,0,33763.857142857145,36070.17857142857
1154,d_1155,32918,2014-03-28,Friday,3,2014,No_Event,No_Event,No_Event,No_Event,0,33723.28571428572,36024.46428571428
1155,d_1156,41193,2014-03-29,Saturday,3,2014,No_Event,No_Event,No_Event,No_Event,0,33687.857142857145,35870.78571428572
1156,d_1157,43156,2014-03-30,Sunday,3,2014,No_Event,No_Event,No_Event,No_Event,0,33542.857142857145,35741.46428571428
1157,d_1158,30672,2014-03-31,Monday,3,2014,No_Event,No_Event,No_Event,No_Event,0,33375.57142857143,35508.28571428572
1158,d_1159,33708,2014-04-01,Tuesday,4,2014,No_Event,No_Event,No_Event,No_Event,0,34124.42857142857,35638.357142857145
1159,d_1160,33699,2014-04-02,Wednesday,4,2014,No_Event,No_Event,No_Event,No_Event,0,35079.42857142857,35724.82142857143
1160,d_1161,36604,2014-04-03,Thursday,4,2014,No_Event,No_Event,No_Event,No_Event,0,35992.857142857145,35865.607142857145
1161,d_1162,35685,2014-04-04,Friday,4,2014,No_Event,No_Event,No_Event,No_Event,0,36388.142857142855,35894.92857142857
1162,d_1163,46776,2014-04-05,Saturday,4,2014,No_Event,No_Event,No_Event,No_Event,0,37185.71428571428,36012.46428571428
1163,d_1164,48790,2014-04-06,Sunday,4,2014,No_Event,No_Event,No_Event,No_Event,0,37990.57142857143,35966.03571428572
1164,d_1165,36594,2014-04-07,Monday,4,2014,No_Event,No_Event,No_Event,No_Event,0,38836.57142857143,35933.46428571428
1165,d_1166,35248,2014-04-08,Tuesday,4,2014,No_Event,No_Event,No_Event,No_Event,0,39056.57142857143,35957.78571428572
1166,d_1167,35209,2014-04-09,Wednesday,4,2014,No_Event,No_Event,No_Event,No_Event,0,39272.28571428572,35967.32142857143
1167,d_1168,33038,2014-04-10,Thursday,4,2014,No_Event,No_Event,No_Event,No_Event,0,38762.857142857145,35965.67857142857
1168,d_1169,38439,2014-04-11,Friday,4,2014,No_Event,No_Event,No_Event,No_Event,0,39156.28571428572,36019.0
1169,d_1170,46155,2014-04-12,Saturday,4,2014,No_Event,No_Event,No_Event,No_Event,0,39067.57142857143,36070.67857142857
1170,d_1171,46083,2014-04-13,Sunday,4,2014,No_Event,No_Event,No_Event,No_Event,0,38680.857142857145,36095.92857142857
1171,d_1172,35751,2014-04-14,Monday,4,2014,No_Event,No_Event,No_Event,No_Event,0,38560.42857142857,36226.892857142855
1172,d_1173,36396,2014-04-15,Tuesday,4,2014,No_Event,No_Event,No_Event,No_Event,0,38724.42857142857,36451.92857142857
1173,d_1174,34228,2014-04-16,Wednesday,4,2014,No_Event,No_Event,No_Event,No_Event,0,38584.28571428572,36624.92857142857
1174,d_1175,33193,2014-04-17,Thursday,4,2014,No_Event,No_Event,No_Event,No_Event,0,38606.42857142857,36781.5
1175,d_1176,38905,2014-04-18,Friday,4,2014,No_Event,No_Event,No_Event,No_Event,0,38673.0,36985.17857142857
1176,d_1177,47819,2014-04-19,Saturday,4,2014,No_Event,No_Event,No_Event,No_Event,0,38910.71428571428,37212.96428571428
1177,d_1178,38934,2014-04-20,Sunday,4,2014,Easter,Cultural,OrthodoxEaster,Religious,1,37889.42857142857,37025.92857142857
1178,d_1179,31626,2014-04-21,Monday,4,2014,No_Event,No_Event,No_Event,No_Event,0,37300.142857142855,37018.17857142857
1179,d_1180,30678,2014-04-22,Tuesday,4,2014,Pesach End,Religious,No_Event,No_Event,1,36483.28571428572,37097.17857142857
1180,d_1181,30437,2014-04-23,Wednesday,4,2014,No_Event,No_Event,No_Event,No_Event,0,35941.71428571428,37219.42857142857
